Indicator Type,Indicator Category,Indicator Name,Sub-indicator Name,Sub-indicator Parameter,Sub-indicator Unit,Indicator Code,Member State Code,Member State Name,Time Period,Data,Flag
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,School schemes (fruit and milk),euro,OIM_00_3g,BG,Bulgaria,2019,3675453,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Bee-keeping,euro,OIM_00_3h,BG,Bulgaria,2019,1263458,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Other markets,euro,OIM_00_3i,BG,Bulgaria,2019,0,
Output_Pillar II,Rural Development,OIR_00 Total Rural Development expenditure,total RD expenditure,total (EU funds),euro,OIR_00_2,BG,Bulgaria,2019,303261403,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 2,total (EU funds + National cofinancing),euro,OIR_01a_1.1,BG,Bulgaria,2019,41593678.16,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 3,total (EU funds + National cofinancing),euro,OIR_01a_1.2,BG,Bulgaria,2019,37237987.91,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  4,total (EU funds + National cofinancing),euro,OIR_01a_1.3,BG,Bulgaria,2019,121740414.33,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  5,total (EU funds + National cofinancing),euro,OIR_01a_1.4,BG,Bulgaria,2019,26405843.43,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 6,total (EU funds + National cofinancing),euro,OIR_01a_1.5,BG,Bulgaria,2019,144465583.63,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU  expenditure (P2-P6),EU funds,euro,OIR_01b_1,BG,Bulgaria,2019,301896424,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 2,EU funds,euro,OIR_01b_1.1,BG,Bulgaria,2019,35976647.56,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 3,EU funds,euro,OIR_01b_1.2,BG,Bulgaria,2019,31680639.65,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 4,EU funds,euro,OIR_01b_1.3,BG,Bulgaria,2019,91326165.82,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 5,EU funds,euro,OIR_01b_1.4,BG,Bulgaria,2019,19860577.38,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 6,EU funds,euro,OIR_01b_1.5,BG,Bulgaria,2019,123052393.59,
Output_Pillar I,Direct payments,OID_00 Direct payments (DP),Expenditure direct payments,Total,euro,OID_00_4,BG,Bulgaria,2016,774080205,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,BG,Bulgaria,2016,366077130.78,
Output_Pillar I,Direct payments,OID_04 Redistributive payment,Expenditure redistributive payment,Total,euro,OID_04_3,BG,Bulgaria,2016,54169701.97,
Output_Pillar I,Direct payments,OID_05 Greening,Expenditure greening,Total,euro,OID_05_4,BG,Bulgaria,2016,232149916.15,
Output_Pillar I,Direct payments,OID_12 Payment for young farmers,Expenditure young farmers,Total,euro,OID_12_3,BG,Bulgaria,2016,841400.37,
Output_Pillar I,Direct payments,"OID_13 Small farmers' scheme",Expenditure small farmers,Total,euro,OID_13_3,BG,Bulgaria,2016,3354159.44,
Output_Pillar I,Direct payments,OID_14 Voluntary coupled support,Expenditure voluntary coupled support,Total,euro,OID_14_5,BG,Bulgaria,2016,115199542.6,
Output_Pillar I,Direct payments,OID_16 Crop specific payment for cotton,Expenditure cotton sector,Total,euro,OID_16_3,BG,Bulgaria,2016,2246672.36,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,BG,Bulgaria,2016,37500320,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Olive oil,euro,OIM_00_3a,BG,Bulgaria,2016,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Wine,euro,OIM_00_3b,BG,Bulgaria,2016,22706205,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Milk and milk products,euro,OIM_00_3c,BG,Bulgaria,2016,6449107,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Promotion activities,euro,OIM_00_3d,BG,Bulgaria,2016,1344507,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,POSEI,euro,OIM_00_3e,BG,Bulgaria,2016,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Fruit and Vegetables,euro,OIM_00_3f,BG,Bulgaria,2016,2350951,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,School schemes (fruit and milk),euro,OIM_00_3g,BG,Bulgaria,2016,3819312,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Bee-keeping,euro,OIM_00_3h,BG,Bulgaria,2016,830237,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Other markets,euro,OIM_00_3i,BG,Bulgaria,2016,1,
Output_Pillar II,Rural Development,OIR_00 Total Rural Development expenditure,total RD expenditure,total (EU funds),euro,OIR_00_2,BG,Bulgaria,2016,194514062,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 2,total (EU funds + National cofinancing),euro,OIR_01a_1.1,BG,Bulgaria,2016,67693592.73,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 3,total (EU funds + National cofinancing),euro,OIR_01a_1.2,BG,Bulgaria,2016,18744080.03,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  4,total (EU funds + National cofinancing),euro,OIR_01a_1.3,BG,Bulgaria,2016,138549790.5,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  5,total (EU funds + National cofinancing),euro,OIR_01a_1.4,BG,Bulgaria,2016,9822538.03,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 6,total (EU funds + National cofinancing),euro,OIR_01a_1.5,BG,Bulgaria,2016,4848578.9,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU  expenditure (P2-P6),EU funds,euro,OIR_01b_1,BG,Bulgaria,2016,189433521.29,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 2,EU funds,euro,OIR_01b_1.1,BG,Bulgaria,2016,57821532.27,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 3,EU funds,euro,OIR_01b_1.2,BG,Bulgaria,2016,15933309.88,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 4,EU funds,euro,OIR_01b_1.3,BG,Bulgaria,2016,103959596.46,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 5,EU funds,euro,OIR_01b_1.4,BG,Bulgaria,2016,7465963.51,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 6,EU funds,euro,OIR_01b_1.5,BG,Bulgaria,2016,4253119.17,
Output_Pillar I,Direct payments,OID_00 Direct payments (DP),Expenditure direct payments,Total,euro,OID_00_4,CY,Cyprus,2018,48546665,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2018,29431330.63,
Output_Pillar I,Direct payments,OID_05 Greening,Expenditure greening,Total,euro,OID_05_4,CY,Cyprus,2018,14443359.05,
Output_Pillar I,Direct payments,OID_12 Payment for young farmers,Expenditure young farmers,Total,euro,OID_12_3,CY,Cyprus,2018,543937.41,
Output_Pillar I,Direct payments,OID_14 Voluntary coupled support,Expenditure voluntary coupled support,Total,euro,OID_14_5,CY,Cyprus,2018,3787577.83,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CY,Cyprus,2018,6493795,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Wine,euro,OIM_00_3b,CY,Cyprus,2018,4634000,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Promotion activities,euro,OIM_00_3d,CY,Cyprus,2018,674554,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Fruit and Vegetables,euro,OIM_00_3f,CY,Cyprus,2018,404286,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,School schemes (fruit and milk),euro,OIM_00_3g,CY,Cyprus,2018,686463,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Bee-keeping,euro,OIM_00_3h,CY,Cyprus,2018,94491,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Other markets,euro,OIM_00_3i,CY,Cyprus,2018,1,
Output_Pillar II,Rural Development,OIR_00 Total Rural Development expenditure,total RD expenditure,total (EU funds),euro,OIR_00_2,CY,Cyprus,2018,20952824,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 2,total (EU funds + National cofinancing),euro,OIR_01a_1.1,CY,Cyprus,2018,1440096.1,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 3,total (EU funds + National cofinancing),euro,OIR_01a_1.2,CY,Cyprus,2018,943242.65,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  4,total (EU funds + National cofinancing),euro,OIR_01a_1.3,CY,Cyprus,2018,19632376.68,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  5,total (EU funds + National cofinancing),euro,OIR_01a_1.4,CY,Cyprus,2018,8715673.8,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 6,total (EU funds + National cofinancing),euro,OIR_01a_1.5,CY,Cyprus,2018,6810844.54,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU  expenditure (P2-P6),EU funds,euro,OIR_01b_1,CY,Cyprus,2018,20080683.92,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 2,EU funds,euro,OIR_01b_1.1,CY,Cyprus,2018,946550.94,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 3,EU funds,euro,OIR_01b_1.2,CY,Cyprus,2018,499918.61,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 4,EU funds,euro,OIR_01b_1.3,CY,Cyprus,2018,10405159.66,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 5,EU funds,euro,OIR_01b_1.4,CY,Cyprus,2018,4619307.1,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 6,EU funds,euro,OIR_01b_1.5,CY,Cyprus,2018,3609747.61,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2004,0,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2006,16938573.04,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2008,24606494.57,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2005,13604562.26,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2010,29868257.06,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2007,19371470.8,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2012,40500307.35,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2009,28685860.45,
Output_Pillar I,Direct payments,OID_00 Direct payments (DP),Expenditure direct payments,Total,euro,OID_00_4,CY,Cyprus,2015,49788828,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2015,30347391.17,
Output_Pillar I,Direct payments,OID_05 Greening,Expenditure greening,Total,euro,OID_05_4,CY,Cyprus,2015,14941725.01,
Output_Pillar I,Direct payments,OID_12 Payment for young farmers,Expenditure young farmers,Total,euro,OID_12_3,CY,Cyprus,2015,269184.34,
Output_Pillar I,Direct payments,OID_14 Voluntary coupled support,Expenditure voluntary coupled support,Total,euro,OID_14_5,CY,Cyprus,2015,3899887.49,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CY,Cyprus,2015,8254490,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Olive oil,euro,OIM_00_3a,CY,Cyprus,2015,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Wine,euro,OIM_00_3b,CY,Cyprus,2015,4646000,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Milk and milk products,euro,OIM_00_3c,CY,Cyprus,2015,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Promotion activities,euro,OIM_00_3d,CY,Cyprus,2015,83717,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,POSEI,euro,OIM_00_3e,CY,Cyprus,2015,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Fruit and Vegetables,euro,OIM_00_3f,CY,Cyprus,2015,2523753,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,School schemes (fruit and milk),euro,OIM_00_3g,CY,Cyprus,2015,391034,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Bee-keeping,euro,OIM_00_3h,CY,Cyprus,2015,96430,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Other markets,euro,OIM_00_3i,CY,Cyprus,2015,513556,
Output_Pillar II,Rural Development,OIR_00 Total Rural Development expenditure,total RD expenditure,total (EU funds),euro,OIR_00_2,CY,Cyprus,2015,22359357,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 2,total (EU funds + National cofinancing),euro,OIR_01a_1.1,CY,Cyprus,2015,2869362.38,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 3,total (EU funds + National cofinancing),euro,OIR_01a_1.2,CY,Cyprus,2015,103212.22,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  4,total (EU funds + National cofinancing),euro,OIR_01a_1.3,CY,Cyprus,2015,8328428.91,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  5,total (EU funds + National cofinancing),euro,OIR_01a_1.4,CY,Cyprus,2015,28737.73,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 6,total (EU funds + National cofinancing),euro,OIR_01a_1.5,CY,Cyprus,2015,589076.17,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU  expenditure (P2-P6),EU funds,euro,OIR_01b_1,CY,Cyprus,2015,6372198.22,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 2,EU funds,euro,OIR_01b_1.1,CY,Cyprus,2015,1575987.06,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 3,EU funds,euro,OIR_01b_1.2,CY,Cyprus,2015,54702.48,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 4,EU funds,euro,OIR_01b_1.3,CY,Cyprus,2015,4414067.32,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 5,EU funds,euro,OIR_01b_1.4,CY,Cyprus,2015,15231,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 6,EU funds,euro,OIR_01b_1.5,CY,Cyprus,2015,312210.36,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2011,35853081.26,
Output_Pillar I,Direct payments,OID_00 Direct payments (DP),Expenditure direct payments,Total,euro,OID_00_4,CY,Cyprus,2017,49444714,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2017,30073011.4,
Output_Pillar I,Direct payments,OID_05 Greening,Expenditure greening,Total,euro,OID_05_4,CY,Cyprus,2017,14778504.76,
Output_Pillar I,Direct payments,OID_12 Payment for young farmers,Expenditure young farmers,Total,euro,OID_12_3,CY,Cyprus,2017,423053.67,
Output_Pillar I,Direct payments,OID_14 Voluntary coupled support,Expenditure voluntary coupled support,Total,euro,OID_14_5,CY,Cyprus,2017,3814360.83,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CY,Cyprus,2017,7853465,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Olive oil,euro,OIM_00_3a,CY,Cyprus,2017,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Wine,euro,OIM_00_3b,CY,Cyprus,2017,4645869,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Milk and milk products,euro,OIM_00_3c,CY,Cyprus,2017,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Promotion activities,euro,OIM_00_3d,CY,Cyprus,2017,1464901,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,POSEI,euro,OIM_00_3e,CY,Cyprus,2017,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Fruit and Vegetables,euro,OIM_00_3f,CY,Cyprus,2017,1352792,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,School schemes (fruit and milk),euro,OIM_00_3g,CY,Cyprus,2017,305554,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Bee-keeping,euro,OIM_00_3h,CY,Cyprus,2017,84350,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Other markets,euro,OIM_00_3i,CY,Cyprus,2017,-1,
Output_Pillar II,Rural Development,OIR_00 Total Rural Development expenditure,total RD expenditure,total (EU funds),euro,OIR_00_2,CY,Cyprus,2017,14520014,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 2,total (EU funds + National cofinancing),euro,OIR_01a_1.1,CY,Cyprus,2017,2576318.63,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 3,total (EU funds + National cofinancing),euro,OIR_01a_1.2,CY,Cyprus,2017,208265.99,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  4,total (EU funds + National cofinancing),euro,OIR_01a_1.3,CY,Cyprus,2017,12281754.61,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  5,total (EU funds + National cofinancing),euro,OIR_01a_1.4,CY,Cyprus,2017,2294711.17,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 6,total (EU funds + National cofinancing),euro,OIR_01a_1.5,CY,Cyprus,2017,7096043.47,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU  expenditure (P2-P6),EU funds,euro,OIR_01b_1,CY,Cyprus,2017,13620259.74,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 2,EU funds,euro,OIR_01b_1.1,CY,Cyprus,2017,2023448.88,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 3,EU funds,euro,OIR_01b_1.2,CY,Cyprus,2017,110380.97,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 4,EU funds,euro,OIR_01b_1.3,CY,Cyprus,2017,6509329.93,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 5,EU funds,euro,OIR_01b_1.4,CY,Cyprus,2017,1216196.92,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 6,EU funds,euro,OIR_01b_1.5,CY,Cyprus,2017,3760903.04,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2013,51666834.77,
Output_Pillar I,Direct payments,OID_00 Direct payments (DP),Expenditure direct payments,Total,euro,OID_00_4,CY,Cyprus,2014,51135162,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2014,47179320.97,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CY,Cyprus,2014,8002568,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Olive oil,euro,OIM_00_3a,CY,Cyprus,2014,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Wine,euro,OIM_00_3b,CY,Cyprus,2014,4646000,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Milk and milk products,euro,OIM_00_3c,CY,Cyprus,2014,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Promotion activities,euro,OIM_00_3d,CY,Cyprus,2014,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,POSEI,euro,OIM_00_3e,CY,Cyprus,2014,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Fruit and Vegetables,euro,OIM_00_3f,CY,Cyprus,2014,2844699,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,School schemes (fruit and milk),euro,OIM_00_3g,CY,Cyprus,2014,416968,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Bee-keeping,euro,OIM_00_3h,CY,Cyprus,2014,94901,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Other markets,euro,OIM_00_3i,CY,Cyprus,2014,0,
Output_Pillar II,Rural Development,OIR_00 Total Rural Development expenditure,total RD expenditure,total (EU funds),euro,OIR_00_2,CY,Cyprus,2014,22958412,
Output_Pillar I,Direct payments,OID_00 Direct payments (DP),Expenditure direct payments,Total,euro,OID_00_4,CY,Cyprus,2019,48125008,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2019,29035013.19,
Output_Pillar I,Direct payments,OID_05 Greening,Expenditure greening,Total,euro,OID_05_4,CY,Cyprus,2019,14386707.14,
Output_Pillar I,Direct payments,OID_12 Payment for young farmers,Expenditure young farmers,Total,euro,OID_12_3,CY,Cyprus,2019,563797.24,
Output_Pillar I,Direct payments,OID_14 Voluntary coupled support,Expenditure voluntary coupled support,Total,euro,OID_14_5,CY,Cyprus,2019,3791442.05,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CY,Cyprus,2019,5922036,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Wine,euro,OIM_00_3b,CY,Cyprus,2019,4645976,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Promotion activities,euro,OIM_00_3d,CY,Cyprus,2019,710848,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Fruit and Vegetables,euro,OIM_00_3f,CY,Cyprus,2019,170489,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,School schemes (fruit and milk),euro,OIM_00_3g,CY,Cyprus,2019,294914,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Bee-keeping,euro,OIM_00_3h,CY,Cyprus,2019,99809,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Other markets,euro,OIM_00_3i,CY,Cyprus,2019,0,
Output_Pillar II,Rural Development,OIR_00 Total Rural Development expenditure,total RD expenditure,total (EU funds),euro,OIR_00_2,CY,Cyprus,2019,22041271,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 2,total (EU funds + National cofinancing),euro,OIR_01a_1.1,CY,Cyprus,2019,2708766.2,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 3,total (EU funds + National cofinancing),euro,OIR_01a_1.2,CY,Cyprus,2019,1919890.02,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  4,total (EU funds + National cofinancing),euro,OIR_01a_1.3,CY,Cyprus,2019,19065076.51,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  5,total (EU funds + National cofinancing),euro,OIR_01a_1.4,CY,Cyprus,2019,10555579.78,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 6,total (EU funds + National cofinancing),euro,OIR_01a_1.5,CY,Cyprus,2019,5688481.38,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU  expenditure (P2-P6),EU funds,euro,OIR_01b_1,CY,Cyprus,2019,21185830.74,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 2,EU funds,euro,OIR_01b_1.1,CY,Cyprus,2019,1454446.08,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 3,EU funds,euro,OIR_01b_1.2,CY,Cyprus,2019,1017541.7,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 4,EU funds,euro,OIR_01b_1.3,CY,Cyprus,2019,10104490.54,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 5,EU funds,euro,OIR_01b_1.4,CY,Cyprus,2019,5594457.28,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 6,EU funds,euro,OIR_01b_1.5,CY,Cyprus,2019,3014895.14,
Output_Pillar I,Direct payments,OID_00 Direct payments (DP),Expenditure direct payments,Total,euro,OID_00_4,CY,Cyprus,2016,49742438,
Output_Pillar I,Direct payments,OID_02 Single Area Payment Scheme (SAPS),Expenditure Single Area Payment Scheme,Total,euro,OID_02_3,CY,Cyprus,2016,30380944.39,
Output_Pillar I,Direct payments,OID_05 Greening,Expenditure greening,Total,euro,OID_05_4,CY,Cyprus,2016,14904234.82,
Output_Pillar I,Direct payments,OID_12 Payment for young farmers,Expenditure young farmers,Total,euro,OID_12_3,CY,Cyprus,2016,347876.97,
Output_Pillar I,Direct payments,OID_14 Voluntary coupled support,Expenditure voluntary coupled support,Total,euro,OID_14_5,CY,Cyprus,2016,3742730.29,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CY,Cyprus,2016,7264907,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Olive oil,euro,OIM_00_3a,CY,Cyprus,2016,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Wine,euro,OIM_00_3b,CY,Cyprus,2016,3603446,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Milk and milk products,euro,OIM_00_3c,CY,Cyprus,2016,1680,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Promotion activities,euro,OIM_00_3d,CY,Cyprus,2016,1057718,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,POSEI,euro,OIM_00_3e,CY,Cyprus,2016,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Fruit and Vegetables,euro,OIM_00_3f,CY,Cyprus,2016,1828522,
